id,kind,priority,claim,as_recorded,confidence,flags,is_new,quote,source,notes,verdict,reviewer_note
dates:syed-muhammad-noushah-qadiri:15b6ae35,dates,3,"Syed Muhammad Noushah Qadiri — b. 1552, d. 1654 [CE]",year,0.95,,,"Muhammad Noushah — honoured as *Ganj Bakhsh*, “the bestower of treasure,” and *Noushah*, “the bridegroom” — was born in 1552. He took the Sufi path in the Qadiri order and, attaining a high",data/shrines.csv#ranmal-sharif,,,
dates:tahir-bandagi-qadri:5eeb8954,dates,3,"Hazrat Tahir Bandagi Qadri — b. 1576 CE, d. 8 Muharram 1040 AH, which the survey gives as 8 August 1630 CE [both]",exact-date,0.95,,saint,"He died on 8 Muharram 1040 AH, which the survey gives as 8 August 1630 CE -- the two calendars agreeing exactly -- at the age of 54, consistent with the birth year of 1576 the same survey",data/shrines.csv#darbar-hazrat-tahir-bandagi-qadri,,,
dates:ustad-nuriya:98ff2abe,dates,3,Ustad Nuriya — no date [unclear],unrecorded,0.95,,,"Tradition holds that the tomb honours Ustad Nuriya — the master-builder, or ustad, credited with designing the exquisite tomb of Bibi Jawindi, itself usually dated to the late",data/shrines.csv#tomb-of-ustad-nuriya,,,
dates:waris-shah:a22b5f2e,dates,3,"Waris Shah — b. around 1722 (prose: ""c. 1722""), d. around 1798 [CE]",circa,0.95,,,Waris Shah was born around 1722 into a Sayyid family at Jandiala Sher Khan. He received a thorough religious and,data/shrines.csv#mausoleum-of-waris-shah,,,
dates:wasif-ali-wasif:ebc2a308,dates,3,"Hazrat Wasif Ali Wasif — b. 15 January 1929, d. 18 January 1993 [CE]",exact-date,0.95,,saint,"He was born on 15 January 1929 in Shahpur, Khushab District. His father, Muhammad Arif, was himself a teacher. The survey states his family",data/shrines.csv#darbar-wasif-ali-wasif,,,
finding:order:newOrdersNeeded:azeemia,finding/order,3,"azeemia — newOrdersNeeded — RESOLVED: in the taxonomy as ""azeemia""",,,newOrdersNeeded,,,,"RESOLVED — the order now exists in data/kg.json as ""azeemia"", so there is nothing left to decide here. Original finding: ""the founder of the Azeemia Sufi order"" — a twentieth-century foundation with no parent named anywhere in the row. Its transmission is given as Qalandar Baba Auliya to Khwaja Shamsuddin Azeemi.",,
finding:order:newOrdersNeeded:malamatiyya,finding/order,3,"malamatiyya — newOrdersNeeded — RESOLVED: in the taxonomy as ""malamati""",,,newOrdersNeeded,,,,"RESOLVED — the order now exists in data/kg.json as ""malamati"", so there is nothing left to decide here. Original finding: The corpus treats the Malamatiyya as a distinct current, ""the Sufis of the 'path of blame'"", with no parent order. Note the source uses both ""Malamati"" (the silsila cell, and ""the great Malamati Sufi"") and ""Malamatiyya"" (the prose); the proposed name follows the prose form.",,
finding:order:newOrdersNeeded:rashidi,finding/order,3,"rashidi — newOrdersNeeded — RESOLVED: in the taxonomy as ""rashidi""",,,newOrdersNeeded,,,,"RESOLVED — the order now exists in data/kg.json as ""rashidi"", so there is nothing left to decide here. Original finding: The corpus calls it ""the Rashidi Sufi order"", founded by Pir Muhammad Rashid Shah himself, and gives it no parent. The same row separately calls him ""A Qadiri–Naqshbandi saint"", but does not say the Rashidi is a branch of either, so no parent is asserted here. Slug follows the source's own name; the existing five use an -iyya form, so a human should decide the convention (a code-side label question, not a sheet value).",,
finding:order:newOrdersNeeded:shattari,finding/order,3,"shattari — newOrdersNeeded — RESOLVED: in the taxonomy as ""shattari""",,,newOrdersNeeded,,,,"RESOLVED — the order now exists in data/kg.json as ""shattari"", so there is nothing left to decide here. Original finding: Named as a silsila in its own right, on a par with the Qadiri, in the one sentence that describes Shah Inayat's practice: ""He combined the Qadiri and Shattari silsilas in his own practice."" It is a parent-level order in the source, not a Qadiri sub-branch, even though the recorded value ""Qadri Shattari"" fuses the two.",,
lineage:abul-faiz-qalander-ali-suharwardi:disciple_of:hazrat-ghulam-muhammad-suhrawardi:a9441cf9,lineage,3,Sayyid Abul Faiz Qalandar Ali Gilani Suhrawardi — disciple of — Hazrat Ghulam Muhammad Suhrawardi,,0.95,,object,"It was Meher Ali Shah, tradition says, who told him that his true portion lay in the Suhrawardi order, with Hazrat Ghulam Muhammad Suhrawardi, and bade him take allegiance there — which he did.",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,"The same entry twice calls Ghulam Muhammad Suhrawardi ""his master"". This is the allegiance the entry says he made his own, as against the Qadiri-Gilani inheritance.",,
lineage:bahauddin-zakariya:disciple_of:shaikh-shihab-ud-din-abu-hafs-umar-al-suhrawardi:a6d9d420,lineage,3,Bahauddin Zakariya — disciple of — Shaikh Shihab-ud-Din Abu Hafs Umar al-Suhrawardi,,0.95,,object,"travelling to Baghdad to enter the discipleship of Shaikh Shihab-ud-Din Abu Hafs Umar al-Suhrawardi, the great systematiser of the Suhrawardi order",data/shrines.csv#shrine-of-bahauddin-zakariya,"Also in shrine_entries/Bahauddin Zakariya (Multan).md, same wording.",,
lineage:bahauddin-zakariya:successor_of:shaikh-shihab-ud-din-abu-hafs-umar-al-suhrawardi:f45c1104,lineage,3,Bahauddin Zakariya — successor of — Shaikh Shihab-ud-Din Abu Hafs Umar al-Suhrawardi,,0.95,,object,"Under him Zakariya completed his training with remarkable speed and received the mantle of *khilafat*, with authorisation to carry the order to India.",data/shrines.csv#shrine-of-bahauddin-zakariya,,,
lineage:bhai-gurdas-veneration-of-guru-nanak:disciple_of:guru-gobind-singh:d7793c06,lineage,3,Bhai Gurdas (Sevapanthi) — disciple of — Guru Gobind Singh,,0.95,,,"the order of devotees descended from Bhai Gurdas, the disciple of Guru Gobind Singh who is said to have carried the Nanakpanthi teaching into Sindh and Balochistan in the eighteenth century",data/shrines.csv#sevapanthi-darbar-bhai-gurdas-gandava,The archive carries two saint slugs whose descriptions match one figure — see nameVariantsSeen; not merged here.,,
lineage:data-ganj-bakhsh:disciple_of:abul-fadl-muhammad-al-khuttali:d72b5f31,lineage,3,Hazrat Ali ibn Usman al-Hujwiri (Data Ganj Bakhsh) — disciple of — Abu’l-Fadl Muhammad al-Khuttali,,0.95,,object,"His own spiritual guide was Abu’l-Fadl Muhammad al-Khuttali, who linked him to the “sober” Sufism of the school of Junayd of Baghdad",data/shrines.csv#data-darbar,"The Miran Hussain Zanjani entry names Zanjani's master as ""Sheikh Abu al-Fazal Khatil"" and calls Zanjani Hujwiri's senior ""pir-brother"" — orthographically close to this name, and consistent with a shared master, but no source in this corpus states the two names are one person. Left as two separate objects rather than merged.",,
lineage:fariduddin-ganjshakar:disciple_of:khwaja-qutbuddin-bakhtiar-kaki:716e4173,lineage,3,Baba Fariduddin Mas'ud Ganjshakar — disciple of — Khwaja Qutbuddin Bakhtiar Kaki,,0.95,,object,"A disciple and spiritual heir of Khwaja Qutbuddin Bakhtiar Kaki of Delhi, and the master of the great Nizamuddin Auliya",data/shrines.csv#shrine-of-fariduddin-ganjshakar,,,
lineage:fariduddin-ganjshakar:successor_of:khwaja-qutbuddin-bakhtiar-kaki:41278672,lineage,3,Baba Fariduddin Mas'ud Ganjshakar — successor of — Khwaja Qutbuddin Bakhtiar Kaki,,0.95,,object,A disciple and spiritual heir of Khwaja Qutbuddin Bakhtiar Kaki of Delhi,data/shrines.csv#shrine-of-fariduddin-ganjshakar,,,
lineage:ganj-e-inayat-sarkar:disciple_of:hazrat-pir-syed-ismail-shah-bukhari:2dd62f01,lineage,3,Pir Muhammad Inayat Ahmad Naqshbandi Mujaddidi (Ganj-e-Inayat Sarkar) — disciple of — Hazrat Pir Syed Ismail Shah Bukhari (Karman Wali Sarkar),,0.95,,object,he took the oath of allegiance (bai‘at) at the hand of Hazrat Pir Syed Ismail Shah Bukhari — famous as *Karman Wali Sarkar*,data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,,,
lineage:guru-angad:disciple_of:guru-nanak:346decd4,lineage,3,Guru Angad (Bhai Lehna) — disciple of — Guru Nanak,,0.95,,subject,"Guru Nanak set aside his own sons in favour of a devoted disciple, Bhai Lehna, whom he renamed Angad — ""of my own limb"" — and installed as the second Guru",data/shrines.csv#gurdwara-darbar-sahib-kartarpur,"Found on 30 August 2026 by scripts/data/scan-lineage-statements.mjs, which reads every lineage sentence in the corpus. One of only TWO this file's original sweep missed across 177 such sentences — that sweep's `method` claims all 169 rows, and the scan is the first check of the claim. One sentence states both relations: ""a devoted disciple"" and ""installed as the second Guru"".",,
lineage:guru-angad:successor_of:guru-nanak:346decd4,lineage,3,Guru Angad (Bhai Lehna) — successor of — Guru Nanak,,0.95,,subject,"Guru Nanak set aside his own sons in favour of a devoted disciple, Bhai Lehna, whom he renamed Angad — ""of my own limb"" — and installed as the second Guru",data/shrines.csv#gurdwara-darbar-sahib-kartarpur,"The succession half of the same sentence, as a separate edge because the corpus distinguishes them and the entry's whole point is that the two came apart here: Nanak passed the Guruship over his own sons, ""founding the line of succession by spiritual merit rather than heredity"". The archive's other Sikh succession, Guru Arjan Dev to Guru Hargobind, ran father to son.",,
lineage:guru-gorakhnath:disciple_of:matsyendranath:be4b3773,lineage,3,Guru Gorakhnath — disciple of — Matsyendranath,,0.95,,object,"He is remembered as the disciple of Matsyendranath, and the *Nath* tradition he shaped",data/shrines.csv#gorakhnath-goraknath-temple,,,
lineage:guru-hargobind:successor_of:guru-arjan-dev:8c92b7af,lineage,3,Guru Hargobind — successor of — Guru Arjan Dev,,0.95,,,"Sikh tradition records that the Guru's son and successor, Guru Hargobind, raised a memorial platform at the site of the martyrdom",data/shrines.csv#gurdwara-dera-sahib,"The Guruship is the seat; the same entry establishes that ""the Guru"" here is Guru Arjan. Also in familyRelations (son).",,
lineage:guru-ram-das:successor_of:guru-amar-das:0a882b8f,lineage,3,Guru Ram Das — successor of — Guru Amar Das,,0.95,,object,he served with such devotion and humility that he was in time chosen to succeed him. As the fourth Guru he,data/shrines.csv#gurdwara-guru-ram-das-ji,"Object named in the same sentence: ""he came under the influence of Guru Amar Das, the third Guru, whose daughter he married"". Guru Amar Das has no shrine row in this archive, hence a new slug. The entry also records the marriage — see familyRelations.",,
lineage:hazrat-ghulam-muhammad-suhrawardi:disciple_of:baba-jango-pir-shah-suhrawardi:4475e070,lineage,3,Hazrat Ghulam Muhammad Suhrawardi — disciple of — Baba Jango Pir Shah Suhrawardi,,0.95,,subject object,"his master Ghulam Muhammad Suhrawardi once summoned him and said that his own murshid, Baba Jango Pir Shah Suhrawardi, had appeared to him in a dream",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,,,
lineage:hazrat-khawaja-feroz-ud-din-gharib-nawaz-chishti-nizami:disciple_of:hazrat-khawaja-sheikh-muhammad-mustafa-chishti-nizami:ecb51abf,lineage,3,Hazrat Khawaja Feroz-ud-Din Gharib Nawaz Chishti Nizami — disciple of — Hazrat Khawaja Sheikh Muhammad Mustafa Chishti-Nizami,,0.95,,object,At fifteen he pledged allegiance (*baith*) to Hazrat Khawaja Sheikh Muhammad Mustafa Chishti-Nizami,data/shrines.csv#darbar-hazrat-khawaja-feroz-ud-din-gharib-nawaz-chishti-nizami,"Corroborated in the same entry: ""all of his religious learning came from his one spiritual master and guide, Hazrat Khawaja Sheikh Muhammad Mustafa Chishti-Nizami"".",,
lineage:hazrat-khawaja-feroz-ud-din-gharib-nawaz-chishti-nizami:successor_of:hazrat-khawaja-sheikh-muhammad-mustafa-chishti-nizami:e8490519,lineage,3,Hazrat Khawaja Feroz-ud-Din Gharib Nawaz Chishti Nizami — successor of — Hazrat Khawaja Sheikh Muhammad Mustafa Chishti-Nizami,,0.95,,object,"conferred on him the cloak of succession (*khilafat*), and named him his spiritual successor",data/shrines.csv#darbar-hazrat-khawaja-feroz-ud-din-gharib-nawaz-chishti-nizami,,,
lineage:hazrat-tahir-bandagi-qadri:disciple_of:hazrat-shah-sikandar:9281aed6,lineage,3,Hazrat Tahir Bandagi Qadri — disciple of — Hazrat Shah Sikandar,,0.95,,object,"For advanced learning he became a disciple (*mureed*) of Hazrat Shah Sikandar, who is credited with giving him the name ""Tahir Bandagi""",data/shrines.csv#darbar-hazrat-tahir-bandagi-qadri,,,
lineage:hazrat-tahir-bandagi-qadri:disciple_of:mujaddid-alf-sani:4d841703,lineage,3,Hazrat Tahir Bandagi Qadri — disciple of — Hazrat Mujaddid Alf Sani,,0.95,,object,formally became Mujaddid Alf Sani's disciple as well -- later teaching Mujaddid Alf Sani's own children,data/shrines.csv#darbar-hazrat-tahir-bandagi-qadri,"""As well"" — a SECOND master, not a replacement: his edge to Hazrat Shah Sikandar stands. The node is named as the entry names him, by the title Mujaddid Alf Sani, and deliberately not merged with Shaikh Ahmad Sirhindi, whom the Ganj-e-Inayat entry names in full while describing the Mujaddidi branch. They are one man historically; no sentence in this corpus says so, so the archive does not.",,
lineage:jahaniyan-jahangasht:disciple_of:hazrat-bahaal-halim:d8130965,lineage,3,Makhdoom Jahaniyan Jahangasht — disciple of — Hazrat Baha'al-Halim,,0.95,,,"the first is said to have been built for Baha' al-Halim by his pupil, the Suharwardiya Sufi saint Jahaniyan Jahangasht (1307-1383 AD)",entries/web-research-2026-08/tomb-of-bahaal-halim-uch-sharif.md,"Quoted in the research file from the UNESCO tentative-list nomination for the Uch monuments. The published corpus row (tomb-of-bahaal-halim-uch-sharif) says only that the tomb was ""raised in his honour by"" Jahangasht and omits ""his pupil"" — so this relation is currently in the research file but not in the live description. shrine_entries/Bibi Jawindi (Uch Sharif).md separately calls Baha al-Halim ""a teacher of the line"". Connects two shrines in the archive.",,
lineage:khwaja-muhammad-zaman-sultan-al-aulia:disciple_of:khwaja-abul-masakin:727d979f,lineage,3,Khwaja Muhammad Zaman (Sultan al-Aulia) — disciple of — Khwaja Abul Masakin,,0.95,,object,"There he came under the influence of the Sufi master Khwaja Abul Masakin, whose disciple he became",data/shrines.csv#dargah-of-khwaja-muhammad-zaman-luari-sharif,,,
lineage:khwaja-shamsuddin-azeemi:disciple_of:qalandar-baba-auliya:8a6f194c,lineage,3,Khwaja Shamsuddin Azeemi — disciple of — Qalandar Baba Auliya,,0.95,,subject,"which he founded and which was carried on and spread by his foremost disciple, Khwaja Shamsuddin Azeemi",data/shrines.csv#shrine-of-qalandar-baba-auliya,"Reverse-direction phrasing in the source (the disciple is named as the object of ""his""), so the subject here is Azeemi.",,
lineage:makhdoom-abdul-rahim-girhori:disciple_of:khwaja-muhammad-zaman-sultan-al-aulia:a08e4754,lineage,3,Makhdoom Abdul Rahim Girhori — disciple of — Khwaja Muhammad Zaman of Luari Sharif,,0.95,,,He was among the foremost *khalifas* (deputies) of Khwaja Muhammad Zaman of Luari Sharif (also recorded in this dataset),data/shrines.csv#shrine-of-makhdoom-abdul-rahim-girhori,"Independently supported in entries/web-research-2026-08/shrine-of-makhdoom-abdul-rahim-girhori.md: ""he became a disciple of Khwaja Muhammad Zaman (1713-1775 AD) of Luari Sharif, a celebrated Naqshbandi mystic"". Connects two shrines in the archive.",,
lineage:makhdoom-abdul-rahim-girhori:successor_of:khwaja-muhammad-zaman-sultan-al-aulia:aa5610bd,lineage,3,Makhdoom Abdul Rahim Girhori — successor of — Khwaja Muhammad Zaman of Luari Sharif,,0.95,,,He was among the foremost *khalifas* (deputies) of Khwaja Muhammad Zaman of Luari Sharif,data/shrines.csv#shrine-of-makhdoom-abdul-rahim-girhori,"Khalifa/deputy, i.e. holder of khilafat; not stated as sole inheritor of the Luari seat.",,
lineage:miraj-ud-din-gilani-suhrawardi:successor_of:abul-faiz-qalander-ali-suharwardi:2b09cb35,lineage,3,Miraj-ud-Din Gilani Suhrawardi — successor of — Abul Faiz Qalandar Ali Suhrawardi,,0.95,,subject,"the seat (gaddi) passed to his successor Miraj-ud-Din Gilani Suhrawardi, who guided and initiated many disciples",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,,,
lineage:mullah-shah-badakhshi:successor_of:mian-mir:7c60a306,lineage,3,Mullah Shah Badakhshi — successor of — Mian Mir,,0.95,,subject,"His foremost successor was Mullah Shah Badakhshi, who carried on the master’s nightly practice of habs-e-dam",data/shrines.csv#shrine-of-mian-mir,,,
lineage:nizamuddin-auliya:disciple_of:fariduddin-ganjshakar:0345983d,lineage,3,Nizamuddin Auliya — disciple of — Baba Fariduddin Mas'ud Ganjshakar,,0.95,,subject,and the master of the great Nizamuddin Auliya,data/shrines.csv#shrine-of-fariduddin-ganjshakar,"Reverse-direction phrasing: Baba Farid is named as the master, so Nizamuddin Auliya is the subject. Corroborated later in the same entry: ""Through his disciple Nizamuddin Auliya and the generations that followed"".",,
lineage:pir-muhammad-naqib-ur-rahman:successor_of:hazrat-hafiz-muhammad-abdur-rahman:f44cc671,lineage,3,Pir Muhammad Naqib-ur-Rahman — successor of — Hazrat Hafiz Muhammad Abdur Rahman,,0.95,,subject object,"From him the custodianship descended to the present head of the *darbar*, *Pir Muhammad Naqib-ur-Rahman*",data/shrines.csv#eidgah-sharif,"""From him"" is Abdur Rahman, the subject of the sentence before. The entry then calls the whole sequence ""This unbroken chain of father-to-son succession"", which would make this a son_of edge as well — recorded here rather than built, because the sentence that characterises the chain names nobody, and every son_of edge in this archive names its parent outright.",,
lineage:pir-sayyid-badshah:successor_of:khwaja-muhammad-qasim:b25fe7db,lineage,3,Pir Sayyid Badshah — successor of — Khwaja Muhammad Qasim (Zinda Pir),,0.95,,subject,"his spiritual seat passed to his son, Pir Sayyid Badshah",data/shrines.csv#darbar-ghamkol-sharif-zinda-pir,Also in familyRelations (son).,,
lineage:princess-jahanara:disciple_of:mullah-shah-badakhshi:ddcc2007,lineage,3,the princess Jahanara — disciple of — Mullah Shah Badakhshi,,0.95,,subject object,"His sister, the princess Jahanara — Shah Jahan’s best-loved daughter — was herself a disciple of Mullah Shah",data/shrines.csv#shrine-of-mian-mir,,,
lineage:sachal-sarmast:disciple_of:khwaja-abdul-haq:8c96aa81,lineage,3,Sachal Sarmast (Abdul Wahab Faruqi) — disciple of — Khwaja Abdul Haq,,0.95,,object,"he was raised and initiated by his uncle and spiritual guide, Khwaja Abdul Haq",data/shrines.csv#shrine-of-sachal-sarmast,,,
lineage:sahibzada-muhammad-umar-naqshbandi:successor_of:ganj-e-inayat-sarkar:1490f178,lineage,3,Sahibzada Muhammad Umar Naqshbandi — successor of — Ganj-e-Inayat Sarkar,,0.95,,subject,"Sahibzada Muhammad Umar Naqshbandi is today the *sajjada-nashin*, the keeper of the shrine and heir to its spiritual authority.",data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,"The same entry says ""his line continues unbroken under his son and successor"" and describes the succession being transferred openly before a gathering of disciples. Also in familyRelations.",,
lineage:sain-jiwat-singh:successor_of:sain-vali-vilayat-rai:eaae0703,lineage,3,Sain Jiwat Singh — successor of — Sain Vali Vilayat Rai,,0.95,,subject,"Leadership passed after his death to Sain Jiwat Singh, who ran a free dispensary for the poor of Kambar until his own death in 1899",data/shrines.csv#sain-vali-vilayat-rai-darbar-kambar,,,
lineage:shah-abdul-karim-bulri:disciple_of:makhdoom-nooh:ac08740b,lineage,3,Shah Abdul Karim Bulri — disciple of — Makhdoom Nooh,,0.95,,,adds that he was himself a disciple (*murid*) of Makhdoom Nooh of Hala before settling and preaching at Bulri,data/shrines.csv#shrine-of-shah-abdul-karim-bulri,"Attributed in the source to Alam Faqri, *Tazkirah Awliya-e-Pakistan*. Connects two shrines in the archive: shrine-of-shah-abdul-karim-bulri and shrine-of-makhdoom-nooh-hala.",,
lineage:shah-daula-daryai:disciple_of:shah-saidan-sarmast:c0e59180,lineage,3,Hazrat Shah Daula Daryai — disciple of — Shah Saidan Sarmast,,0.95,,object,"he became the disciple of a Suhrawardi *faqir* remembered as Shah Saidan Sarmast, serving at his master's *khanqah* with great devotion",data/shrines.csv#shrine-of-hazrat-shah-daula-daryai,,,
lineage:shah-gohar-peer:disciple_of:syed-ul-hassan-kabeer:302f0b60,lineage,3,"Hazrat Sufi Peer Syed Gohar Ali Shah (Syed Ali Gohar), known as Shah Gohar Peer — disciple of — Syed Ul Hassan Kabeer",,0.95,,subject object,He took the oath of allegiance at his father's hand and began preaching the religion of Islam.,entries/survey_shah_gohar_peer.md,"The father is named earlier in the same survey answer: ""His father's name was Syed Ul Hassan Kabeer. His father was also a pious Sufi and a scholar of Deen (religion)."" Drafted up in entries/entry_shah_gohar_peer.md. This shrine (darbar-hazrat-shah-gohar-peer) is not yet in shrine-corpus.json. Also in familyRelations.",,
lineage:shah-gohar-peer:successor_of:syed-ul-hassan-kabeer:21491b45,lineage,3,"Hazrat Sufi Peer Syed Gohar Ali Shah, known as Shah Gohar Peer — successor of — Syed Ul Hassan Kabeer",,0.95,,subject object,"When his father saw his rising spirituality, he bestowed the mantle of spiritual succession (khilafat) upon him",entries/survey_shah_gohar_peer.md,,,
lineage:shah-hussain:disciple_of:bahlol-daryai:773db3e4,lineage,3,Shah Hussain (Madho Lal Hussain) — disciple of — Bahlol (Bahlol Daryai),,0.95,,object,he is remembered as a disciple of the Sufi master Bahlol (Bahlol Daryai) and as a devoted frequenter of the shrine of Data Ganj Bakhsh,data/shrines.csv#shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar,"shrine_entries/Madho Lal Hussain.md adds an editorial note: ""His pir is given as Bahlol (Bahlol Daryai) in the Shafqat Tanvir Mirza study; confirm spelling.""",,
lineage:sultan-bahoo:disciple_of:sayyid-abdul-rahman-of-delhi:4d585c02,lineage,3,Sultan Bahu — disciple of — Sayyid Abdul Rahman of Delhi,,0.95,,object,Bahu received initiation in the Qadiri order at the hand of Sayyid Abdul Rahman of Delhi,data/shrines.csv#garh-maharaja-shorkot,,,
lineage:swami-dharmdas:disciple_of:sant-bhai-wasan-shah-of-rohri:eebcfec5,lineage,3,Swami Dharmdas — disciple of — Sant Bhai Wasan Shah of Rohri,,0.95,,object,Swami Dharamdas is remembered as a disciple of Sant Bhai Wasan Shah of Rohri,data/shrines.csv#swami-dharmdas-darbar-larkana-kennedy-market,"The same entry quotes Kalhoro directly: ""Swami Dharamdas was a disciple of Sant Bhai Wasan Shah in Rohri.""",,
lineage:syed-miran-hussain-zanjani:disciple_of:sheikh-abu-al-fazal-khatil:08539513,lineage,3,Syed Miran Hussain Zanjani — disciple of — Sheikh Abu al-Fazal Khatil,,0.95,,object,"on the instruction of his spiritual master, Sheikh Abu al-Fazal Khatil, and is remembered to have preached in the city for some thirty-six years",data/shrines.csv#shrine-of-miran-hussain-zanjani-zanjani-sahib,"See note on the Hujwiri proposal: the same entry reports that Hujwiri called Zanjani his senior ""pir-brother"", which would imply a shared master. Not asserted here.",,
lineage:vishandas:disciple_of:sain-jiwat-singh:9de984f9,lineage,3,Vishandas — disciple of — Sain Jiwat Singh,,0.95,,subject object,"and then to Jiwat Singh's chief disciple, Vishandas",data/shrines.csv#sain-vali-vilayat-rai-darbar-kambar,,,
lineage:vishandas:successor_of:sain-jiwat-singh:453114e0,lineage,3,Vishandas — successor of — Sain Jiwat Singh,,0.95,,subject object,"He was succeeded by his chief disciple Vishandas, who became the caretaker of the darbar.""",entries/web-research-2026-08/sain-vali-vilayat-rai-darbar-kambar.md,"Quoted in the research file from Kalhoro, *The Friday Times*, 13 April 2018; ""He"" is Sain Jiwat Singh, whose death in 1899 is described in the immediately preceding quoted sentence.",,
order:bari-imam:qadiriyya:fb07b834,order,3,Bari Imam — belongs to — qadiriyya,Qadiri,0.95,,,Qadiri,data/shrines.csv#bari-imam,"Prose corroborates, with a mild hedge: ""he took the Sufi path — associated with the Qadiri tradition — and settled at last at the village now called Nurpur Shahan"".",,
order:ganj-e-inayat-sarkar:naqshbandiyya:266e8391,order,3,Ganj e Inayat Sarkar — belongs to — naqshbandiyya (branch: Naqshbandi-Mujaddidi),Naqshbandi-Mujaddidi,0.95,,,"From this master he received his authorisation (khilafat) in the Naqshbandi-Mujaddidi order, becoming a *khalifa-e-mujaz* of Karman Wali Sharif.",data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,"The row also states the branch's own genealogy: ""the branch of the Naqshbandi way renewed by the great reformer Shaikh Ahmad Sirhindi (Mujaddid Alf-e-Sani)"" — i.e. the parent mapping is given in the source, not inferred.",,
order:hazrat-hafiz-muhammad-jamal-multani:chishtiyya:9c52b734,order,3,Hazrat Hafiz Muhammad Jamal Multani — belongs to — chishtiyya,Chishti,0.95,,,marks the resting place of the man traditionally credited with establishing the *Chishti* order firmly in the city,data/shrines.csv#shrine-of-hafiz-muhammad-jamal-multani,,,
order:hazrat-meeran-muhammad-shah-bukhari:suhrawardiyya:6db33fc8,order,3,Hazrat Meeran Muhammad Shah Bukhari — belongs to — suhrawardiyya,Suhrawardi,0.95,,,an adherent of the Suhrawardi silsila founded by Bahauddin Zakariya of Multan,data/shrines.csv#shrine-of-mauj-darya-bukhari,,,
order:hazrat-muhammad-ayub-shah-bukhari:suhrawardiyya:5dabc90f,order,3,Hazrat Muhammad Ayub Shah Bukhari — belongs to — suhrawardiyya,Suhrawardi,0.95,,,Suhrawardi,data/shrines.csv#shrine-of-hazrat-muhammad-ayub-shah-bukhari,"The column is a plain order name for this figure. Note that the prose supports it only at the level of lineage, not personal initiation: ""Its saint bore the *Bukhari* lineage ... whose forebears ... spread the *Suhrawardi* devotional tradition across Sindh and the southern Punjab.""",,
order:khawaja-shah-muhammad-sulaiman-taunsvi:chishtiyya:1e08a557,order,3,Khawaja Shah Muhammad Sulaiman Taunsvi — belongs to — chishtiyya (branch: Chishti-Nizami),Chishti-Nizami,0.95,,,He was initiated in the Chishti-Nizami order and became the spiritual heir of his master Khwaja Nur Muhammad Maharvi’s line,data/shrines.csv#darbar-hazrat-khawaja-shah-muhammad-sulaiman-taunsvi-ra,,,
order:khwaja-muhammad-qasim-sadiq:naqshbandiyya:488fff16,order,3,Khwaja Muhammad Qasim Sadiq — belongs to — naqshbandiyya (branch: Naqshbandi Mujaddidi Qasimiya),Naqshbandi-Mujaddidi,0.95,,,"It is the home of the *Naqshbandi Mujaddidi Qasimiya* order, and takes its name (the ""holy village"") from its sanctity.",data/shrines.csv#mohra-sharif-khanqah,"The prose names a narrower branch than the column's ""Naqshbandi-Mujaddidi"". Both recorded; the Qasimiya layer would be lost if flattened.",,
order:khwaja-muhammad-qasim-sadiq:naqshbandiyya:8797e484,order,3,Khwaja Muhammad Qasim Sadiq — belongs to — naqshbandiyya (branch: Naqshbandi-Mujaddidi),Naqshbandi-Mujaddidi,0.95,,,"The khanqah remains an active centre of Naqshbandi devotion, drawing pilgrims especially at its annual *urs*",data/shrines.csv#mohra-sharif-khanqah,,,
order:khwaja-muhammad-qasim:naqshbandiyya:234e759d,order,3,Khwaja Muhammad Qasim — belongs to — naqshbandiyya (branch: tariqa Naqshbandiyya Ghamkolia),Naqshbandi,0.95,,,"the anthropologist Pnina Werbner, who identifies the tariqa's specific branch name as *tariqa Naqshbandiyya Ghamkolia*",data/shrines.csv#darbar-ghamkol-sharif-zinda-pir,"Separate proposal from the column one because it carries the branch name, which the column does not. Branch name attributed in the corpus to Werbner's fieldwork.",,
order:khwaja-muhammad-qasim:naqshbandiyya:c50f2f5f,order,3,Khwaja Muhammad Qasim — belongs to — naqshbandiyya,Naqshbandi,0.95,,,"It was founded in 1952 by the Naqshbandi master universally known as *Zinda Pir* (1912–1999), who was born in the nearby village of Jungle Khail.",data/shrines.csv#darbar-ghamkol-sharif-zinda-pir,,,
order:khwaja-muhammad-zaman-sultan-al-aulia:naqshbandiyya:eeabd474,order,3,"Khwaja Muhammad Zaman ""Sultan al-Aulia"" — belongs to — naqshbandiyya",Naqshbandi,0.95,,,"the shrine of Khwaja Muhammad Zaman (1713–1775), one of the most revered Naqshbandi Sufis and Sindhi mystic poets of the eighteenth century",data/shrines.csv#dargah-of-khwaja-muhammad-zaman-luari-sharif,,,
